count2019_01,sourcename,ra,dec,Velo,Tsys,Int,Rms1,Vlo1,Vhi1
531,2MASXJ01533787+,28.4078,0.866139,18172,48.1,10,4.7,16662,19696
532,J015435+643757,28.6471,64.6326,10461,58.2,10,6.4,9024,11911
534,UGC1385,28.7242,36.9179,5621,42.4,10,3.8,4228,7027
535,J015454+004840,28.726,0.811194,8190,48.2,10,5.1,6773,9619
536,2MASXJ01551765+,28.8233,12.9931,9669,35.0,10,3.4,8239,11112
537,015518+002912,28.8277,0.486722,14090,36.1,10,3.1,12619,15575
540,015524-255551,28.8517,-25.9308,9119,57.0,10,5.2,7694,10557
541,CGCG412-047,28.8582,8.69175,5646,42.9,10,3.9,4253,7052
542,NGC-749,28.9213,-29.9223,4394,68.3,5,10.0,3012,5788
544,J015611+064440,29.0463,6.74628,5108,94.0,10,10.8,3720,6509
546,UGC1378,29.0802,73.2828,2935,52.5,30,3.1,1566,4316
547,NGC741,29.0876,5.629,5561,39.7,28,2.2,4169,6966
548,0156218+4442325,29.0908,44.709,5099,48.2,10,4.5,3711,6500
550,NGC-735,29.1582,34.1768,4635,34.6,5,4.5,3251,6031
551,UGC1416,29.1917,36.8864,5470,30.3,10,2.9,4078,6874
553,015705-002806,29.2723,-0.468389,6735,43.1,10,4.0,5332,8151
555,NGC-753,29.4258,35.9161,4886,34.4,5,4.8,3500,6285
556,UGC1449,29.5279,3.0875,5589,33.5,10,3.0,4196,6994
557,UGC1455,29.7,24.8925,5118,62.0,35,3.4,3730,6519
558,IC-178,29.7287,36.6747,4845,34.0,5,4.9,3459,6243
559,UGC-1285,29.7557,86.6737,4655,37.7,5,5.3,3271,6051
560,NGC-772,29.8316,19.0075,2472,42.9,5,5.5,1108,3849
562,01592355,29.8479,21.5834,12739,76.2,10,6.9,11281,14211
563,0159236+2135000,29.8483,21.5833,12739,33.0,10,3.0,11280,14211
564,NGC-774,29.8946,14.0083,4595,49.0,5,7.1,4456,7259
566,IC-182,29.9659,7.41192,4695,51.2,5,7.0,4556,7360
567,NGC-776,29.977,23.6443,4921,60.1,5,8.5,3534,6320
569,NGC777,30.0622,31.4294,4985,91.8,32,5.2,3598,6385
570,UGC-1478,30.0623,24.2528,4846,60.6,5,8.1,3460,6244
571,UGC01479,30.0794,24.4737,4927,27.4,28,1.4,4576,7381
573,UGC-1493,30.2288,38.2107,4105,34.3,5,4.9,2726,5496
576,NGC-788,30.2771,-6.81558,4109,72.7,5,9.3,3971,6764
578,ESO-414-G25,30.5512,-28.6578,4992,53.8,5,7.8,3605,6392
579,NGC-792,30.5639,15.7122,4614,42.1,5,5.7,4475,7278
581,IC-193,30.6291,11.0931,4649,43.6,5,6.0,3265,6045
582,020242+124804,30.6774,12.8012,13790,32.7,10,2.7,12322,15272
583,2MASXJ02025818+,30.7425,14.1016,18458,44.6,10,4.7,16946,19985
585,J020342-080620,30.9255,-8.10561,9890,38.5,10,4.1,8458,11336
587,IC-195,30.9358,14.7093,3648,42.2,5,5.6,2273,5035
588,IC-196,30.9574,14.7392,3534,42.3,5,5.9,3396,6179
589,IC200,31.3609,31.1753,5276,37.9,10,3.6,3886,6678
591,Mrk1018,31.5667,-0.291528,12722,33.5,10,2.9,11264,14194
592,2MASXJ02061640+,31.5683,32.3192,9650,83.1,10,7.7,8220,11093
593,020642-005137,31.6773,-0.860444,5995,46.6,10,4.5,4599,7404
594,NGC-823,31.8337,-25.4428,4431,51.4,5,7.6,3049,5826
595,NGC817,31.8904,17.2028,4514,39.7,10,3.7,3131,5909
596,NGC-820,32.1041,14.3496,4422,41.4,5,5.5,4283,7083
597,NGC829,32.1767,-7.79056,4056,44.8,10,4.3,2677,5447
598,NGC-818,32.1854,38.7772,4244,34.2,5,4.5,2864,5637
600,IC209,32.2446,-7.05894,3967,32.0,10,2.9,2589,5357
601,NGC0833,32.3366,-10.133,3864,42.3,15,3.6,2487,5253
602,020920-100759,32.3368,-10.1331,3858,52.4,10,5.1,2481,5247
603,NGC835,32.3525,-10.1358,4073,40.1,10,3.8,2694,5464
604,2MASXJ02092505+,32.3545,0.399389,18468,49.1,10,5.0,16956,19995
607,KUG0207-092,32.5479,-9.06,12400,38.9,10,4.0,10945,13869
608,UGC1669,32.6571,5.87,4568,41.1,10,3.7,3185,5964
609,021051+140634,32.7166,14.1095,14090,39.6,10,3.4,12619,15575
610,021106-003920,32.7765,-0.655778,5995,46.8,10,4.5,4599,7404
612,NGC851,32.8004,3.77972,3111,45.9,10,4.4,1741,4494
613,NGC-841,32.8224,37.4971,4540,50.3,5,6.9,3157,5936
614,021121+143015,32.8409,14.5043,12591,39.2,10,3.8,11134,14062
615,IRAS02096-0526,33.0207,-5.20942,12291,30.8,24,1.8,10826,13748
617,021338-004302,33.4098,-0.717306,6020,44.2,10,4.2,4623,7429
619,UGC1716,33.4377,4.10222,3436,41.2,10,3.9,2063,4821
620,CGCG538-034,33.4992,41.8766,4328,41.6,10,3.8,2947,5722
621,NGC855,33.515,27.8772,575,37.6,10,3.2,-772,1934
622,021404+131156,33.5183,13.199,12591,32.9,10,2.9,11134,14062
623,IC214,33.5233,5.17328,9061,37.6,20,2.5,7636,10498
626,021405-001637,33.5247,-0.276972,11092,35.3,10,3.2,9649,12549
628,Mrk590,33.6398,-0.766694,7910,34.8,10,3.3,6496,9337
629,021433-004600,33.64,-0.766667,7905,46.2,10,4.2,6491,9332
631,NGC-864,33.8651,6.00258,1560,47.8,5,6.1,204,2928
632,IC-1784,34.0533,32.6494,4816,43.5,5,6.2,4677,7483
640,NGC867,34.27,1.24417,6382,33.9,10,3.3,4982,7795
642,NGC-871,34.2947,14.5478,3736,42.4,5,6.0,2360,5124
643,UGC01757,34.346,38.4139,5254,23.4,24,1.3,4904,7715
644,J021733+293118,34.3912,29.5218,5262,79.0,10,8.7,3872,6664
645,NGC-877,34.4985,14.5441,3913,41.4,5,5.6,3775,6565
646,VV302a,34.5593,-12.2319,5831,32.1,10,2.9,4436,7239
647,UGC1773,34.5633,13.2045,3614,39.9,10,3.9,2239,5001
651,UGC-1792,34.9697,29.0363,4987,62.0,5,7.8,3600,6387
652,MARK1400,35.057,8.20553,8780,42.4,10,4.2,7447,10125
653,UGC-1814,35.3488,16.5658,4104,40.6,5,5.2,3966,6759
655,NGC-890,35.5042,33.2661,3889,43.7,5,5.5,3751,6540
657,J0222-0843,35.6817,-8.719,13630,68.6,10,7.1,12163,15110
658,NGC-908,35.7691,-21.2334,1498,47.6,5,6.4,142,2866
659,3C66B,35.7976,42.9919,6373,36.5,20,2.3,4973,7785
660,CGCG538-059,35.9737,42.2061,13041,53.6,10,5.7,11580,14516
661,ESO545-G013,36.1692,-19.142,10112,54.9,10,5.8,8678,11559
662,022445-123352,36.188,-12.5644,4173,39.8,10,3.6,2793,5565
663,022505.5-003615,36.2727,-0.604056,12353,48.0,10,5.4,10898,13821
665,022505-003614,36.2727,-0.604056,12291,34.9,10,3.1,10837,13759
666,NGC-906,36.3177,42.0899,4680,34.1,5,4.4,3296,6077
667,UGC-1886,36.502,39.4709,4865,50.0,5,6.6,3479,6263
668,022601+010105,36.5052,1.01811,6895,45.8,10,4.1,5490,8312
670,022619-013306,36.58,-1.55167,6082,36.9,10,3.5,4685,7492
671,NGC-924,36.6951,20.4975,4661,61.0,5,8.4,3277,6058
673,NGC0925,36.8204,33.5792,553,37.7,15,3.2,-793,1912
674,J022726+230537,36.8583,23.0938,9832,49.9,10,5.3,8400,11277
675,NGC-936,36.9061,-1.15625,1340,47.7,5,6.0,-13,2706
678,UGC1921,36.9433,26.5896,9812,31.7,10,2.9,8381,11256
680,NGC-931,37.0603,31.3116,4992,58.0,5,8.2,3605,6392
683,MRK1043,37.3817,-3.21306,2435,40.7,10,3.9,1071,3811
685,CGCG504-097,37.4531,31.454,5214,37.9,10,3.4,3825,6616
686,J023004-074008,37.5176,-7.66914,9403,38.6,10,4.2,7975,10844
687,Mrk1044,37.5229,-8.99808,4932,32.3,20,2.5,3545,6331
690,ESO479-G012,37.8679,-22.9369,9980,37.9,10,3.5,8547,11426
691,J023144-005643,37.9355,-0.945528,6002,48.8,10,5.4,4605,7411
692,IC1816A,37.9625,-36.6721,5084,42.3,10,4.3,3696,6485
693,J023159+005436,37.9983,0.910028,6551,47.4,10,5.1,5150,7965
694,UGC2010,38.0297,-1.36222,11279,31.2,10,3.0,9834,12737
695,UGC2012,38.1733,21.0328,8862,32.8,10,3.0,7439,10298
696,MRK368,38.2116,20.6412,8777,27.6,10,2.6,7355,10212
698,023301+002515,38.2552,0.420778,6704,42.8,10,4.2,5301,8120
699,SDSSJ02331-0748,38.2946,-7.80358,9300,52.4,8,5.5,7962,10650
700,MRK1179,38.3429,27.937,11272,33.3,10,3.1,9827,12730
702,2MASXJ02332725+,38.3636,0.210667,16236,48.9,10,5.0,14745,17741
705,J0233+0108,38.4652,1.13711,6688,71.6,10,7.4,5285,8103
706,NGC-976,38.5001,20.9768,4298,62.0,5,8.9,2917,5691
707,NGC-969,38.5342,32.9469,4513,43.8,5,5.7,4374,7175
708,NGC-972,38.5557,29.3113,1543,57.6,5,7.1,187,2911
709,CGCG439-017,38.5638,10.5599,7286,32.8,10,3.1,5878,8707
711,NGC973,38.5837,32.5057,4855,45.5,10,4.6,3555,6166
713,NGC-974,38.6075,32.9544,4500,44.6,5,5.7,4361,7162
714,023436-002451,38.6509,-0.414333,14989,41.1,10,4.0,13509,16482
715,023437-005847,38.6572,-0.979778,14689,41.9,10,4.0,13212,16180
716,NGC985,38.6575,-8.7875,12934,34.6,10,3.1,11474,14408
717,NGC-984,38.6796,23.413,4352,39.1,5,5.2,4213,7011
718,023447-084705,38.699,-8.78469,12591,38.7,10,3.5,11134,14062
720,ESO416-G002,38.8061,-29.6048,17710,68.0,30,4.9,16205,19229
721,NGC-987,39.2067,33.3272,4534,44.2,5,5.7,4395,7196
722,MRK369,39.3678,21.142,4075,31.8,10,3.1,2696,5466
723,UGC-2105,39.4162,34.4317,4915,44.2,5,5.8,4776,7584
724,J023805-082209,39.5232,-8.36925,7282,51.4,10,5.1,5874,8703
726,J023813-154831,39.5588,-15.8094,1463,93.0,10,10.1,108,2830
727,NGC1019,39.6142,1.90769,7297,52.1,10,5.4,5889,8718
728,NGC-1022,39.6362,-6.67747,1498,57.1,5,7.6,1362,4108
729,UGC-2134,39.7159,27.8472,4565,55.9,5,7.3,3182,5961
730,NGC-1002,39.7317,34.6222,4720,43.6,5,5.6,4581,7386
732,ARP258NED02,39.7748,18.3885,4143,31.3,10,2.9,2763,5535
733,NGC-1024,39.7999,10.8469,3531,43.9,5,5.9,3393,6176
734,NGC1012,39.8123,30.1517,987,37.1,10,3.2,-363,2350
736,NGC-1032,39.8486,1.09378,2651,49.5,5,6.4,2514,5281
738,023948-103620,39.9533,-10.6056,7464,50.5,10,4.7,6054,8887
739,2MASXJ02400105-,40.0043,-7.74078,18690,54.7,10,5.5,17175,20219
740,024004-074421,40.0177,-7.73942,13790,37.9,10,3.1,12322,15272
741,NGC-1038,40.0263,1.50878,4372,47.9,5,6.1,4233,7032
742,UGC-2156,40.08,32.2623,4488,43.8,5,5.7,4349,7150
743,024023-082600,40.0998,-8.43356,1498,49.7,10,4.9,142,2866
744,024035-083249,40.1485,-8.54708,11392,36.7,10,3.2,9946,12851
745,J024036+453025,40.1509,45.5071,9138,36.8,9,4.2,7713,10576
761,MRK0595,40.3953,7.18725,8089,49.1,10,5.2,6673,9517
762,IC-1833,40.4113,-28.1713,4937,71.5,5,11.0,3550,6336
765,NGC1055,40.4387,0.442222,994,43.9,10,3.8,-356,2357
766,0241582+1507017,40.4925,15.1171,8850,34.1,10,3.1,7427,10286
767,024222-011009,40.5953,-1.16919,11092,42.0,10,3.9,9649,12549
768,0242311+1504258,40.6295,15.0739,13198,32.9,10,2.9,11735,14674
770,NGC-1050,40.6483,34.7635,3901,32.4,5,4.2,2524,5291
771,NGC-1053,40.6483,34.7635,4813,49.9,5,6.9,3427,6211
774,024240-000048,40.6696,-0.0133056,1137,34.5,2,7.4,-215,2501
779,NGC1068test,40.6696,-0.0132778,1150,70.6,8,9.1,-202,2515
782,NGC1056,40.7013,28.5741,1545,34.6,10,3.6,189,2913
783,VV588,40.7172,7.59769,11476,37.7,44,3.4,10019,12926
784,NGC1071,40.7825,-8.77389,11465,48.2,9,5.6,10018,12925
786,NGC-1070,40.8427,4.96844,4088,44.8,5,6.0,3950,6743
787,NGC1058,40.8752,37.3414,518,30.4,10,2.7,-828,1877
788,NGC-1073,40.9191,1.37586,1211,65.7,5,8.9,1075,3815
790,NGC-1079,40.9359,-29.0039,1447,57.0,5,7.5,92,2814
791,NGC-1067,40.9605,32.5119,4533,32.6,5,4.2,3150,5929
793,0243574+3848028,40.9892,38.8008,9504,46.9,10,4.4,8076,10945
794,ESO479-G030,41.0121,-26.1864,10587,61.5,10,7.0,9148,12039
795,CGCG463-002,41.0334,16.5449,7820,28.5,10,2.6,6407,9246
797,024440-090735,41.1693,-9.12656,6895,51.3,10,5.1,5490,8312
798,ESO479-G031,41.1988,-24.5139,7053,54.2,10,5.7,5647,8472
799,QSOB0241+622,41.2404,62.4685,13191,39.9,10,3.7,11728,14667
801,CGCG463-006NED0,41.3599,18.1342,9811,30.0,10,2.7,8380,11255
802,NGC-1084,41.4997,-7.57864,1406,57.2,5,7.8,1270,4014
803,NGC1097,41.5792,-30.275,1271,64.2,10,7.4,-82,2637
804,CGCG440-005,41.6017,11.0936,7467,32.8,10,3.2,6057,8890
805,NGC-1087,41.605,-0.498583,1519,67.9,5,9.4,1383,4129
806,NGC-1090,41.6412,-0.247222,2758,65.5,5,8.7,2621,5389
807,024703-003533,41.7651,-0.592583,12591,37.1,10,3.2,11134,14062
808,SDSSJ02472+0028,41.8183,0.469139,8502,43.0,10,4.1,7171,9845
810,J024744+002451,41.937,0.414167,8342,46.9,10,4.7,6924,9773
811,MRK1055,42.0773,-8.96047,10984,33.5,10,3.0,9542,12439
812,MARK1187,42.0917,13.9354,13581,32.4,10,3.1,12206,14968
814,UGC-2270,42.1289,50.7546,4944,55.4,5,7.2,3557,6343
815,024834-005935,42.1432,-0.993111,6895,37.5,10,3.5,5490,8312
816,SDSSJ02487-0006,42.1983,-0.109194,7368,43.3,10,4.2,6047,8701
817,024850-004602,42.2117,-0.767444,6595,38.2,10,3.6,5193,8010
818,UGC-2295,42.2452,3.16867,4172,45.5,5,5.7,4033,6828
819,2MASXJ02485937+,42.2471,26.5109,17399,40.8,15,3.0,15897,18915
820,IC1859,42.2664,-31.1725,5863,75.8,10,8.5,4468,7271
821,02490690+470754,42.2787,47.1316,8868,42.2,10,3.8,7445,10303
822,IC1858,42.285,-31.2894,6070,52.1,20,4.4,4673,7480
823,SDSSJ02492-0815,42.3039,-8.257,9000,58.6,7,7.2,7665,10347
824,NGC-1107,42.3317,8.09264,3424,43.8,5,5.6,3286,6067
825,Mrk372,42.3362,19.3039,9300,45.4,44,2.0,7873,10740
826,ESO299-G020,42.3914,-38.7696,4993,89.7,9,12.5,3606,6393
828,MRK1058,42.4658,34.988,5138,86.9,10,8.2,3749,6539
830,025014+000539,42.5607,0.0943889,8394,41.6,10,4.1,6976,9825
832,2MASXJ02504259+,42.6776,54.7049,4546,39.6,15,3.1,3163,5942
833,2MASXJ02505745+,42.7395,0.369417,13260,70.5,10,7.0,11796,14737
835,NGC1125,42.918,-16.6511,3277,49.3,10,5.1,1905,4661
836,025223-083037,43.0975,-8.51039,5096,51.3,10,4.9,3708,6497
837,MCG-02-08-014,43.0975,-8.51039,5022,37.2,10,3.4,3634,6422
838,025232-003633,43.135,-0.60925,12891,38.5,10,3.9,11431,14364
839,025242-084815,43.1758,-8.80436,5396,49.2,10,5.3,4005,6799
840,NGC-1122,43.2133,42.2051,3599,48.7,5,6.7,2224,4986
841,025329-001405,43.3733,-0.234833,8693,36.2,10,3.5,7272,10127
845,IC-267,43.4594,12.8493,3570,42.6,5,5.7,3432,6216
846,NGC-1137,43.5114,2.96208,3042,45.6,5,6.2,2904,5678
849,UGC02379NED02,43.6196,14.155,12549,29.8,10,3.0,11092,14019
850,NGC1140,43.64,-10.0278,1501,45.3,10,4.6,145,2869
851,NGC1144,43.8008,-0.183583,8648,49.4,40,2.3,7227,10082
852,NGC1142,43.8009,-0.183556,8648,38.2,32,2.2,7227,10082
855,J025557+004133,43.9886,0.692639,4159,48.6,10,5.2,2779,5551
856,0253-1641,44.0108,-16.4874,9470,59.9,40,3.0,8042,10911
857,ESO417-G006,44.0897,-32.1856,4884,66.2,9,7.8,3498,6283
860,J025805+462953,44.5218,46.4981,4634,38.0,10,4.1,3250,6030
862,CGCG485-003,44.5413,24.0337,10424,26.6,10,2.4,8987,11874
864,0258473+3543577,44.6971,35.7327,13625,45.8,10,4.1,12158,15105
865,025900-064537,44.7507,-6.76044,8693,44.4,10,4.2,7272,10127
867,025930-242254,44.877,-24.3817,10636,46.2,10,39.7,9197,12088
870,UGC02456,44.9941,36.8206,3605,31.3,32,1.6,3256,6037
875,MCG-02.08.038,45.0179,-10.8244,9900,59.6,10,6.1,8557,11255
876,RXSJ03000+1630,45.0334,16.5041,10493,33.2,10,3.4,9145,11853
877,0258-1136,45.1275,-11.4158,8989,59.2,40,2.8,7565,10426
878,IRAS02580-1136,45.1275,-11.4158,8962,41.9,15,3.5,7538,10399
879,NGC1159,45.1938,43.1626,2633,36.3,10,3.5,1267,4011
880,NGC-1161,45.3088,44.8974,1940,49.0,5,6.0,580,3312
881,NGC-1167,45.4266,35.2057,4954,32.3,5,4.5,3567,6353
885,J030144-003533,45.4351,-0.592639,9450,63.7,8,7.4,8022,10891
886,UGC-2491,45.4743,35.7332,4875,32.2,5,4.5,3489,6274
887,NGC-1164,45.4993,42.5849,4175,32.2,5,4.3,2795,5567
888,GSC6438_00439,45.555,-23.5889,10500,67.5,8,7.7,9152,11860
890,NGC-1187,45.6567,-22.8672,1396,63.1,5,8.6,41,2763
891,3C_76.1,45.8125,16.4386,9740,41.3,20,2.8,8309,11184
892,NGC-1169,45.8948,46.3864,2387,56.6,5,7.3,1023,3763
896,030349-010613,45.9546,-1.10372,4197,47.0,30,2.8,2817,5589
934,NGC1194-vtest,45.9546,-1.10372,4750,44.1,15,21.6,5011,5098
948,030350-001215,45.9602,-0.204472,8394,37.2,10,4.1,6976,9825
950,KUG0301+002,46.0738,0.474111,12900,51.3,8,5.9,11531,14281
952,NGC1204,46.1662,-12.3414,4282,42.2,10,5.0,2901,5675
955,J030509+010536,46.2876,1.09356,6947,65.9,9,7.8,5542,8365
956,030510-010431,46.2942,-1.07553,13490,37.8,10,3.5,12024,14969
957,NGC-1186,46.3785,42.8355,2658,32.2,5,4.3,1292,4036
958,UGC-2526,46.4305,36.7862,4996,32.2,5,4.4,3609,6396
959,03062019+421500,46.5842,42.25,5326,43.2,10,3.8,3936,6729
960,030631-083806,46.6319,-8.63511,10492,48.6,10,4.7,9054,11943
962,NGC-1211,46.7183,-0.794417,3199,65.1,5,9.1,3061,5838
963,NGC1229,47.045,-22.9608,10900,41.6,40,5.0,9459,12355
964,NGC-1207,47.0645,38.3822,4787,32.3,5,4.2,3402,6185
965,MRK1069,47.0792,-13.9029,1562,40.8,10,3.7,206,2930
966,3C78,47.1092,4.11086,8590,40.3,24,2.5,7170,10023
967,NGC1218,47.1092,4.11086,8590,41.8,10,4.4,7258,9933
969,IC-1895,47.4025,-25.2539,3823,49.3,5,6.7,2446,5212
971,031100-082528,47.7532,-8.42456,10492,49.4,10,4.5,9054,11943
972,NGC-1241,47.8108,-8.92222,4030,73.2,5,10.3,3892,6684
973,2MASXJ03111883-,47.8283,-20.7717,19800,29.8,10,2.7,18275,21339
975,NGC-1233,48.1379,39.3189,4465,32.1,5,4.2,3082,5860
977,NGC-1256,48.4942,-21.9861,4312,46.5,5,6.2,2931,5706
980,UGC-2604,48.6688,39.6175,4522,32.1,5,4.4,3139,5917
982,IC-304,48.7557,37.8818,4938,32.2,5,4.7,3551,6337
984,Mrk1073,48.7559,42.0358,6998,48.0,28,3.2,5593,8416
987,KUG0312+013,48.7721,1.50836,7200,51.7,10,5.3,5793,8620
988,2MASXJ031526+16,48.8617,16.0431,11423,32.8,10,3.3,10067,12791
989,NGC1266,49.003,-2.42722,2194,41.6,10,3.7,832,3568
991,J0316+4204,49.0042,42.0743,5358,37.9,10,4.0,3967,6761
993,031641-193411,49.1726,-19.5697,8436,42.9,10,4.2,7017,9868
996,031702+011518,49.2592,1.25503,7128,41.0,10,4.0,5721,8548
997,UGC02638,49.2592,1.25497,7123,54.4,32,3.2,6757,9602
998,ESO-481-G17,49.2683,-22.8656,3928,47.6,5,6.8,2550,5318
999,031706-063008,49.2779,-6.50219,4041,38.0,10,3.5,2662,5432
1000,031726-000539,49.3604,-0.0941944,6895,39.6,10,3.8,5490,8312
1001,UGC2639,49.4615,41.9674,4033,50.7,28,2.8,2654,5424
1002,J031753-071752,49.4726,-7.29783,5254,53.5,10,5.8,3864,6656
1003,J031755+405535,49.48,40.9267,5246,57.6,9,6.2,3857,6648
1004,3C83.1,49.5658,41.8578,7536,45.2,32,2.7,6125,8959
1005,J031818+414031,49.575,41.6753,8629,59.0,10,6.2,7208,10062
1006,0318342+4725300,49.6425,47.425,6377,48.8,10,4.2,4977,7789
1007,NGC-1289,49.7075,-1.97331,2835,65.2,5,9.0,2698,5468
1008,SDSSJ03191+0057,49.7821,0.955806,7200,47.9,10,5.1,5880,8531
1010,J0319+4138,49.8641,41.6352,7759,37.8,10,4.4,6346,9184
1012,3C84,49.9504,41.5117,5264,54.7,36,5.5,3874,6666
1015,NGC1275,49.9507,41.5117,5264,52.3,40,7.4,4912,7723
1017,NGC-1302,49.9616,-26.0601,1703,48.8,5,6.2,345,3073
1018,NGC-1277,49.9646,41.5735,4982,55.9,5,7.7,3595,6382
1019,J0319+4200,49.9765,42.0146,4670,48.1,10,5.3,3286,6067
1021,SDSSJ03201+4021,50.0262,40.3664,14090,32.4,10,3.2,12711,15482
1023,NGC-1301,50.1472,-18.7153,4008,57.2,5,8.0,2630,5399
1024,032045-010241,50.1892,-1.04478,6419,42.3,10,3.7,5019,7832
1026,CGCG441-008NED0,50.3888,13.5487,8548,29.2,10,2.7,7128,9981
1028,UGC02696,50.5214,42.1721,5453,38.8,32,2.1,5101,7915
1029,NGC-1309,50.5275,-15.4006,2135,51.3,5,6.5,773,3509
1030,J0322+4011,50.6027,40.1889,7825,47.4,10,4.9,6412,9251
1031,SDSSJ03225-0103,50.6492,-1.05225,12258,47.3,10,4.9,10895,13634
1032,032258+000315,50.7417,0.0542222,10723,37.6,10,6.7,9283,12176
1033,032258.0+000315,50.7417,0.0541111,10721,47.2,10,4.8,9281,12174
1036,032329-062944,50.8735,-6.49558,10192,38.1,10,3.5,8757,11640
1037,NGC-1319,50.9846,-21.5269,4058,47.3,5,6.5,2679,5449
1038,NGC1326,50.985,-36.4647,1360,56.0,10,5.4,5,2727
1060,MCG-02-09-040,51.2706,-12.308,4495,47.5,48,2.1,4133,6929
1061,MRK609,51.3558,-6.14389,10339,72.5,10,7.2,8903,11788
1062,UGC2724,51.3566,40.7731,14318,36.2,15,2.7,12845,15805
1063,2MASXJ03254170-,51.4237,-0.188139,16100,52.5,10,5.5,14610,17604
1064,NGC-1329,51.5108,-17.5915,4277,58.1,5,8.4,2896,5670
1065,0326087+2548415,51.5362,25.8116,8358,32.4,10,3.0,6940,9789
1066,NGC-1332,51.572,-21.3358,1524,49.1,5,6.4,168,2892
1067,0326264+2905523,51.6102,29.0979,12610,29.4,10,2.5,11153,14081
1068,0326481+2440086,51.7003,24.6691,11502,31.3,10,2.9,10055,12962
1069,IC-1928,51.8708,-21.5603,4266,48.9,5,6.9,2885,5659
1070,3C88,51.9758,2.56169,9060,40.3,28,2.3,7635,10497
1071,J033009-053118,52.5397,-5.52169,4175,54.1,5,8.0,2795,5567
1072,NGC1346,52.555,-5.54331,4059,52.9,9,6.1,2766,5363
1073,033025+001625,52.6054,0.273833,11092,46.2,10,4.2,9649,12549
1074,033029.4-002920,52.6226,-0.488778,6520,48.7,10,5.1,5119,7934
1076,Mrk612,52.6701,-3.13775,6100,31.6,30,1.8,4703,7510
1077,033050+003119,52.7084,0.522083,11012,37.4,10,3.6,9569,12468
1078,HS0328+0528,52.7175,5.64056,13790,33.6,22,34.7,12322,15272
1080,NGC1350,52.7837,-33.6287,1905,51.3,10,5.2,546,3277
1082,J033241-011100,53.1715,-1.18361,9135,64.6,7,7.8,7710,10573
1083,NPM1G-14.0176,53.2825,-13.9094,11700,58.0,4,9.0,10342,13071
1084,NGC-1357,53.3217,-13.665,2009,49.9,5,6.6,649,3381
1086,ESO-548-G35,53.3722,-18.1467,4303,59.8,5,7.7,4164,6962
1090,NGC1365,53.4017,-36.1403,1636,84.8,48,4.3,279,3005
1092,NGC-1358,53.4154,-5.08942,4021,66.2,5,9.1,3883,6675
1095,033408+010853,53.5346,1.14819,14390,36.6,10,3.2,12916,15878
1096,033410+010612,53.5439,1.10336,14390,36.3,10,3.3,12916,15878
1097,NPM1G-15.0192,53.602,-15.2278,10500,60.5,10,6.4,9152,11860
1103,033646-075024,54.1925,-7.84,11727,40.5,55,1.7,10278,13189
1111,NGC1386test,54.1936,-36.0004,900,100.9,5,15.7,-449,2262
1115,ESO482-G014,54.2632,-25.2492,13112,33.6,10,2.9,11650,14588
1116,033713-071718,54.3054,-7.28828,9893,37.5,10,3.4,8461,11338
1117,UGC-2798,54.5415,40.9831,4941,58.1,5,7.6,3554,6340
1118,IRAS03355+0104,54.5433,1.23839,11926,39.0,72,1.4,10461,13376
1120,0335+09,54.6687,9.96997,10368,47.1,40,2.2,8932,11818
1121,IRAS03359+1523,54.6946,15.5486,10613,37.6,10,14.9,9174,12065
1122,NGC1398,54.717,-26.3378,1396,44.4,10,4.4,41,2763
1123,CGCG465-003,54.7367,20.4024,6274,30.0,10,2.7,4875,7686
1124,033906-143641,54.7779,-14.6114,10720,49.2,10,20.1,9280,12173
1126,0339256+4111574,54.8567,41.1993,13610,44.6,10,3.8,12143,15090
1127,033955-063229,54.9832,-6.54136,9293,36.7,10,3.4,7866,10733
1128,0340580,55.2417,10.736,11740,33.2,10,3.1,10291,13202
1131,NGC1410,55.2946,-1.29886,7592,56.1,20,5.0,6181,9016
1132,2MASXJ03413491-,55.3954,-7.32378,19773,50.4,10,5.0,18248,21312
1133,NGC-1417,55.4892,-4.70486,4120,48.2,5,6.4,3982,6775
1134,ESO-548-G81,55.5142,-21.2445,4341,49.1,5,6.6,2960,5735
1135,ESO548-G081,55.5155,-21.2444,4341,43.5,10,4.3,2960,5735
1137,KUG0339-007B,55.6118,-0.582833,15654,59.4,9,6.5,14168,17154
1138,NGC-1421,55.622,-13.4881,2090,54.7,5,7.2,1953,4710
1139,NGC-1425,55.6229,-13.4884,2090,55.6,5,7.3,729,3463
1141,J034240-131722,55.6671,-13.2896,9059,82.4,10,9.1,7635,10496
1144,UGC-2837,55.9771,40.0157,4921,57.6,5,8.1,3534,6320
1145,UGC-2836,55.987,39.2952,4963,61.9,5,8.4,3576,6362
1147,034415-100757,56.0663,-10.1325,10061,47.3,10,4.3,8627,11508
1148,034516-112610,56.32,-11.4361,11284,39.5,10,3.4,9839,12742
1149,034545-071526,56.4382,-7.25753,6595,38.0,10,3.7,5193,8010
1150,034545-071527,56.4383,-7.2575,6574,48.0,10,4.3,5172,7988
1151,034547-000025,56.4499,-0.00711111,10792,36.6,10,3.2,9351,12246
1152,034652-041112,56.7183,-4.18661,4334,36.7,10,3.5,2953,5728
1153,034652-102040,56.72,-10.3445,11257,39.5,10,3.4,9812,12715
1154,NGC-1459,56.742,-25.5231,4210,50.5,5,7.0,2830,5603
